run number; stat name; time->values
0;parkingLot_parkingOccupancy;time;304500; 306900; 310500; 312900; 316500; 318900; 322500; 324900; 328500; 330900; 334500; 336900; 340500; 342900; 346500; 348900; 352500; 354900; 358500; 360900; 364500; 366900; 370500; 372900; 376500; 378900; 382500; 384900; 388500; 390900; 394500; 396900; 400500; 402900; 406500; 408900; 412500; 414900; 418500; 420900; 424500; 426900; 430500; 432900; 436500; 438900; 442500; 444900; 448500; 450900; 454500; 456900; 460500; 462900; 466500; 468900; 472500; 474900; 478500; 480900; 484500; 486900; 490500; 492900; 496500; 498900; 502500; 504900; 508500; 510900; 514500; 516900; 520500; 522900; 526500; 528900; 532500; 534900; 538500; 540900; 544500; 546900; 550500; 552900; 556500; 558900; 562500; 564900; 568500; 570900; 574500; 576900; 580500; 582900; 586500; 588900; 592500; 594900; 598500; 600900; 604500; 606900; 610500; 612900; 616500; 618900; 622500; 624900; 628500; 630900; 634500; 636900; 640500; 642900; 646500; 648900; 652500; 654900; 658500; 660900; 664500; 666900; 670500; 672900; 676500; 678900; 682500; 684900; 688500; 690900; 694500; 696900; 700500; 702900; 706500; 708900; 712500; 714900; 718500; 720900; 724500; 726900; 730500; 732900; 736500; 738900; 742500; 744900; 748500; 750900; 754500; 756900; 760500; 762900; 766500; 768900; 772500; 774900; 778500; 780900; 784500; 786900; 790500; 792900; 796500; 798900; 802500; 804900; 808500; 810900; 814500; 816900; 820500; 822900; 826500; 828900; 832500; 834900; 838500; 840900; 844500; 846900; 850500; 852900; 856500; 858900; 862500; 864900; 868500; 870900; 874500; 876900; 880500; 882900; 886500; 888900; 892500; 894900; 898500; 900900; 904500; 906900; 910500; 912900; 916500; 918900; 922500; 924900; 928500; 930900; 934500; 936900; 940500; 942900; 946500; 948900; 952500; 954900; 958500; 960900; 964500; 966900; 970500; 972900; 976500; 978900; 982500; 984900; 988500; 990900; 994500; 996900; 1000500; 1002900; 1006500; 1008900; 1012500; 1014900; 1018500; 1020900; 1024500; 1026900; 1030500; 1032900; 1036500; 1038900; 1042500; 1044900; 1048500; 1050900; 1054500; 1056900; 1060500; 1062900; 1066500; 1068900; 1072500; 1074900; 1078500; 1080900; 1084500; 1086900; 1090500; 1092900; 1096500; 1098900; 1102500; 1104900; 1108500; 1110900; 1114500; 1116900; 1120500; 1122900; 1126500; 1128900; 1132500; 1134900; 1138500; 1140900; 1144500; 1146900; 1150500; 1152900; 1156500; 1158900; 1162500; 1164900; 1168500; 1170900; 1174500; 1176900; 1180500; 1182900; 1186500; 1188900; 1192500; 1194900; 1198500; 1200900; 1204500; 1206900; ;
;;values;0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; ;


0;wg_responseTime;time;304800; 310800; 316800; 322800; 328800; 334800; 340800; 346800; 352800; 358800; 364800; 370800; 376800; 382800; 388800; 394800; 400800; 406800; 412800; 418800; 424800; 430800; 436800; 442800; 448800; 454800; 460800; 466800; 472800; 478800; 484800; 490800; 496800; 502800; 508800; 514800; 520800; 526800; 532800; 538800; 544800; 550800; 556800; 562800; 568800; 574800; 580800; 586800; 592800; 598800; 604800; 610800; 616800; 622800; 628800; 634800; 640800; 646800; 652800; 658800; 664800; 670800; 676800; 682800; 688800; 694800; 700800; 706800; 712800; 718800; 724800; 730800; 736800; 742800; 748800; 754800; 760800; 766800; 772800; 778800; 784800; 790800; 796800; 802800; 808800; 814800; 820800; 826800; 832800; 838800; 844800; 850800; 856800; 862800; 868800; 874800; 880800; 886800; 892800; 898800; 904800; 910800; 916800; 922800; 928800; 934800; 940800; 946800; 952800; 958800; 964800; 970800; 976800; 982800; 988800; 994800; 1000800; 1006800; 1012800; 1018800; 1024800; 1030800; 1036800; 1042800; 1048800; 1054800; 1060800; 1066800; 1072800; 1078800; 1084800; 1090800; 1096800; 1102800; 1108800; 1114800; 1120800; 1126800; 1132800; 1138800; 1144800; 1150800; 1156800; 1162800; 1168800; 1174800; 1180800; 1186800; 1192800; 1198800; 1204800; ;
;;values;10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; 10800; ;


0;landingQueue_queueTime;time;306000; 312000; 318000; 324000; 330000; 336000; 342000; 348000; 354000; 360000; 366000; 372000; 378000; 384000; 390000; 396000; 402000; 408000; 414000; 420000; 426000; 432000; 438000; 444000; 450000; 456000; 462000; 468000; 474000; 480000; 486000; 492000; 498000; 504000; 510000; 516000; 522000; 528000; 534000; 540000; 546000; 552000; 558000; 564000; 570000; 576000; 582000; 588000; 594000; 600000; 606000; 612000; 618000; 624000; 630000; 636000; 642000; 648000; 654000; 660000; 666000; 672000; 678000; 684000; 690000; 696000; 702000; 708000; 714000; 720000; 726000; 732000; 738000; 744000; 750000; 756000; 762000; 768000; 774000; 780000; 786000; 792000; 798000; 804000; 810000; 816000; 822000; 828000; 834000; 840000; 846000; 852000; 858000; 864000; 870000; 876000; 882000; 888000; 894000; 900000; 906000; 912000; 918000; 924000; 930000; 936000; 942000; 948000; 954000; 960000; 966000; 972000; 978000; 984000; 990000; 996000; 1002000; 1008000; 1014000; 1020000; 1026000; 1032000; 1038000; 1044000; 1050000; 1056000; 1062000; 1068000; 1074000; 1080000; 1086000; 1092000; 1098000; 1104000; 1110000; 1116000; 1122000; 1128000; 1134000; 1140000; 1146000; 1152000; 1158000; 1164000; 1170000; 1176000; 1182000; 1188000; 1194000; 1200000; 1206000; ;
;;values;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; ;


0;landingQueue_queueLength;time;306000; 306000; 312000; 312000; 318000; 318000; 324000; 324000; 330000; 330000; 336000; 336000; 342000; 342000; 348000; 348000; 354000; 354000; 360000; 360000; 366000; 366000; 372000; 372000; 378000; 378000; 384000; 384000; 390000; 390000; 396000; 396000; 402000; 402000; 408000; 408000; 414000; 414000; 420000; 420000; 426000; 426000; 432000; 432000; 438000; 438000; 444000; 444000; 450000; 450000; 456000; 456000; 462000; 462000; 468000; 468000; 474000; 474000; 480000; 480000; 486000; 486000; 492000; 492000; 498000; 498000; 504000; 504000; 510000; 510000; 516000; 516000; 522000; 522000; 528000; 528000; 534000; 534000; 540000; 540000; 546000; 546000; 552000; 552000; 558000; 558000; 564000; 564000; 570000; 570000; 576000; 576000; 582000; 582000; 588000; 588000; 594000; 594000; 600000; 600000; 606000; 606000; 612000; 612000; 618000; 618000; 624000; 624000; 630000; 630000; 636000; 636000; 642000; 642000; 648000; 648000; 654000; 654000; 660000; 660000; 666000; 666000; 672000; 672000; 678000; 678000; 684000; 684000; 690000; 690000; 696000; 696000; 702000; 702000; 708000; 708000; 714000; 714000; 720000; 720000; 726000; 726000; 732000; 732000; 738000; 738000; 744000; 744000; 750000; 750000; 756000; 756000; 762000; 762000; 768000; 768000; 774000; 774000; 780000; 780000; 786000; 786000; 792000; 792000; 798000; 798000; 804000; 804000; 810000; 810000; 816000; 816000; 822000; 822000; 828000; 828000; 834000; 834000; 840000; 840000; 846000; 846000; 852000; 852000; 858000; 858000; 864000; 864000; 870000; 870000; 876000; 876000; 882000; 882000; 888000; 888000; 894000; 894000; 900000; 900000; 906000; 906000; 912000; 912000; 918000; 918000; 924000; 924000; 930000; 930000; 936000; 936000; 942000; 942000; 948000; 948000; 954000; 954000; 960000; 960000; 966000; 966000; 972000; 972000; 978000; 978000; 984000; 984000; 990000; 990000; 996000; 996000; 1002000; 1002000; 1008000; 1008000; 1014000; 1014000; 1020000; 1020000; 1026000; 1026000; 1032000; 1032000; 1038000; 1038000; 1044000; 1044000; 1050000; 1050000; 1056000; 1056000; 1062000; 1062000; 1068000; 1068000; 1074000; 1074000; 1080000; 1080000; 1086000; 1086000; 1092000; 1092000; 1098000; 1098000; 1104000; 1104000; 1110000; 1110000; 1116000; 1116000; 1122000; 1122000; 1128000; 1128000; 1134000; 1134000; 1140000; 1140000; 1146000; 1146000; 1152000; 1152000; 1158000; 1158000; 1164000; 1164000; 1170000; 1170000; 1176000; 1176000; 1182000; 1182000; 1188000; 1188000; 1194000; 1194000; 1200000; 1200000; 1206000; 1206000; ;
;;values;1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; ;
