run number; stat name; time->values
0;parkingLot_parkingOccupancy;time;261000; 264300; 267000; 270300; 273000; 276300; 279000; 282300; 285000; 288300; 291000; 294300; 297000; 300300; 303000; 306300; 309000; 312300; 315000; 318300; 321000; 324300; 327000; 330300; 333000; 336300; 339000; 342300; 345000; 348300; 351000; 354300; 357000; 360300; 363000; 366300; 369000; 372300; 375000; 378300; 381000; 384300; 387000; 390300; 393000; 396300; 399000; 402300; 405000; 408300; 411000; 414300; 417000; 420300; 423000; 426300; 429000; 432300; 435000; 438300; 441000; 444300; 447000; 450300; 453000; 456300; 459000; 462300; 465000; 468300; 471000; 474300; 477000; 480300; 483000; 486300; 489000; 492300; 495000; 498300; 501000; 504300; 507000; 510300; 513000; 516300; 519000; 522300; 525000; 528300; 531000; 534300; 537000; 540300; 543000; 546300; 549000; 552300; 555000; 558300; 561000; 564300; 567000; 570300; 573000; 576300; 579000; 582300; 585000; 588300; 591000; 594300; 597000; 600300; 603000; 606300; 609000; 612300; 615000; 618300; 621000; 624300; 627000; 630300; 633000; 636300; 639000; 642300; 645000; 648300; 651000; 654300; 657000; 660300; 663000; 666300; 669000; 672300; 675000; 678300; 681000; 684300; 687000; 690300; 693000; 696300; 699000; 702300; 705000; 708300; 711000; 714300; 717000; 720300; 723000; 726300; 729000; 732300; 735000; 738300; 741000; 744300; 747000; 750300; 753000; 756300; 759000; 762300; 765000; 768300; 771000; 774300; 777000; 780300; 783000; 786300; 789000; 792300; 795000; 798300; 801000; 804300; 807000; 810300; 813000; 816300; 819000; 822300; 825000; 828300; 831000; 834300; 837000; 840300; 843000; 846300; 849000; 852300; 855000; 858300; 861000; 864300; 867000; 870300; 873000; 876300; 879000; 882300; 885000; 888300; 891000; 894300; 897000; 900300; 903000; 906300; 909000; 912300; 915000; 918300; 921000; 924300; 927000; 930300; 933000; 936300; 939000; 942300; 945000; 948300; 951000; 954300; 957000; 960300; 963000; 966300; 969000; 972300; 975000; 978300; 981000; 984300; 987000; 990300; 993000; 996300; 999000; 1002300; 1005000; 1008300; 1011000; 1014300; 1017000; 1020300; 1023000; 1026300; 1029000; 1032300; 1035000; 1038300; 1041000; 1044300; 1047000; 1050300; 1053000; 1056300; 1059000; 1062300; 1065000; 1068300; 1071000; 1074300; 1077000; 1080300; 1083000; 1086300; 1089000; 1092300; 1095000; 1098300; 1101000; 1104300; 1107000; 1110300; 1113000; 1116300; 1119000; 1122300; ;
;;values;0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; ;


0;wg_responseTime;time;261300; 267300; 273300; 279300; 285300; 291300; 297300; 303300; 309300; 315300; 321300; 327300; 333300; 339300; 345300; 351300; 357300; 363300; 369300; 375300; 381300; 387300; 393300; 399300; 405300; 411300; 417300; 423300; 429300; 435300; 441300; 447300; 453300; 459300; 465300; 471300; 477300; 483300; 489300; 495300; 501300; 507300; 513300; 519300; 525300; 531300; 537300; 543300; 549300; 555300; 561300; 567300; 573300; 579300; 585300; 591300; 597300; 603300; 609300; 615300; 621300; 627300; 633300; 639300; 645300; 651300; 657300; 663300; 669300; 675300; 681300; 687300; 693300; 699300; 705300; 711300; 717300; 723300; 729300; 735300; 741300; 747300; 753300; 759300; 765300; 771300; 777300; 783300; 789300; 795300; 801300; 807300; 813300; 819300; 825300; 831300; 837300; 843300; 849300; 855300; 861300; 867300; 873300; 879300; 885300; 891300; 897300; 903300; 909300; 915300; 921300; 927300; 933300; 939300; 945300; 951300; 957300; 963300; 969300; 975300; 981300; 987300; 993300; 999300; 1005300; 1011300; 1017300; 1023300; 1029300; 1035300; 1041300; 1047300; 1053300; 1059300; 1065300; 1071300; 1077300; 1083300; 1089300; 1095300; 1101300; 1107300; 1113300; 1119300; ;
;;values;9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; 9300; ;


0;landingQueue_queueTime;time;264000; 270000; 276000; 282000; 288000; 294000; 300000; 306000; 312000; 318000; 324000; 330000; 336000; 342000; 348000; 354000; 360000; 366000; 372000; 378000; 384000; 390000; 396000; 402000; 408000; 414000; 420000; 426000; 432000; 438000; 444000; 450000; 456000; 462000; 468000; 474000; 480000; 486000; 492000; 498000; 504000; 510000; 516000; 522000; 528000; 534000; 540000; 546000; 552000; 558000; 564000; 570000; 576000; 582000; 588000; 594000; 600000; 606000; 612000; 618000; 624000; 630000; 636000; 642000; 648000; 654000; 660000; 666000; 672000; 678000; 684000; 690000; 696000; 702000; 708000; 714000; 720000; 726000; 732000; 738000; 744000; 750000; 756000; 762000; 768000; 774000; 780000; 786000; 792000; 798000; 804000; 810000; 816000; 822000; 828000; 834000; 840000; 846000; 852000; 858000; 864000; 870000; 876000; 882000; 888000; 894000; 900000; 906000; 912000; 918000; 924000; 930000; 936000; 942000; 948000; 954000; 960000; 966000; 972000; 978000; 984000; 990000; 996000; 1002000; 1008000; 1014000; 1020000; 1026000; 1032000; 1038000; 1044000; 1050000; 1056000; 1062000; 1068000; 1074000; 1080000; 1086000; 1092000; 1098000; 1104000; 1110000; 1116000; 1122000; ;
;;values;0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; 0; ;


0;landingQueue_queueLength;time;264000; 264000; 270000; 270000; 276000; 276000; 282000; 282000; 288000; 288000; 294000; 294000; 300000; 300000; 306000; 306000; 312000; 312000; 318000; 318000; 324000; 324000; 330000; 330000; 336000; 336000; 342000; 342000; 348000; 348000; 354000; 354000; 360000; 360000; 366000; 366000; 372000; 372000; 378000; 378000; 384000; 384000; 390000; 390000; 396000; 396000; 402000; 402000; 408000; 408000; 414000; 414000; 420000; 420000; 426000; 426000; 432000; 432000; 438000; 438000; 444000; 444000; 450000; 450000; 456000; 456000; 462000; 462000; 468000; 468000; 474000; 474000; 480000; 480000; 486000; 486000; 492000; 492000; 498000; 498000; 504000; 504000; 510000; 510000; 516000; 516000; 522000; 522000; 528000; 528000; 534000; 534000; 540000; 540000; 546000; 546000; 552000; 552000; 558000; 558000; 564000; 564000; 570000; 570000; 576000; 576000; 582000; 582000; 588000; 588000; 594000; 594000; 600000; 600000; 606000; 606000; 612000; 612000; 618000; 618000; 624000; 624000; 630000; 630000; 636000; 636000; 642000; 642000; 648000; 648000; 654000; 654000; 660000; 660000; 666000; 666000; 672000; 672000; 678000; 678000; 684000; 684000; 690000; 690000; 696000; 696000; 702000; 702000; 708000; 708000; 714000; 714000; 720000; 720000; 726000; 726000; 732000; 732000; 738000; 738000; 744000; 744000; 750000; 750000; 756000; 756000; 762000; 762000; 768000; 768000; 774000; 774000; 780000; 780000; 786000; 786000; 792000; 792000; 798000; 798000; 804000; 804000; 810000; 810000; 816000; 816000; 822000; 822000; 828000; 828000; 834000; 834000; 840000; 840000; 846000; 846000; 852000; 852000; 858000; 858000; 864000; 864000; 870000; 870000; 876000; 876000; 882000; 882000; 888000; 888000; 894000; 894000; 900000; 900000; 906000; 906000; 912000; 912000; 918000; 918000; 924000; 924000; 930000; 930000; 936000; 936000; 942000; 942000; 948000; 948000; 954000; 954000; 960000; 960000; 966000; 966000; 972000; 972000; 978000; 978000; 984000; 984000; 990000; 990000; 996000; 996000; 1002000; 1002000; 1008000; 1008000; 1014000; 1014000; 1020000; 1020000; 1026000; 1026000; 1032000; 1032000; 1038000; 1038000; 1044000; 1044000; 1050000; 1050000; 1056000; 1056000; 1062000; 1062000; 1068000; 1068000; 1074000; 1074000; 1080000; 1080000; 1086000; 1086000; 1092000; 1092000; 1098000; 1098000; 1104000; 1104000; 1110000; 1110000; 1116000; 1116000; 1122000; 1122000; ;
;;values;1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; 1; 0; ;
