time,SimNetwork.a.parkingLot.parkingOccupancy:vector
515620.235696204624,1
516050.87602945917,2
517412.676363903335,1
517795.805015430476,0
519196.60246308199,1
519486.538268024052,2
521059.072048164339,1
521300.033419540059,0
530185.370277241794,1
531965.947305386489,0
533551.412742177796,1
535098.190813257184,0
536150.587621471377,1
537307.910584535479,2
538150.875250198136,1
538704.913615283772,2
539253.869745876049,1
540471.069648461689,0
544685.359591072683,1
546613.955899958487,0
553406.874587066133,1
555248.526943489594,2
555537.881949870591,1
556585.433943579174,2
556894.541404133823,3
557019.896060462193,2
557618.453519037179,3
558218.435439314448,2
558642.212234809161,1
559382.513463808364,0
562422.775818944215,1
564100.749111940571,0
564709.476574379951,1
565566.821110061115,2
566194.669582451059,3
566454.37487494891,4
566621.488219374151,3
567740.021620547266,2
567975.061654743257,1
568399.306914403828,0
568425.165581768436,1
569359.430711168489,2
570277.084655640138,1
571496.755957803729,0
572320.099184879766,1
573197.444598795641,2
573635.338154416418,3
574244.128850640068,2
574246.325600452713,3
574589.628138265077,2
575105.595129481652,1
575628.42254011105,0
576883.001115918237,1
577252.216735846687,2
578456.758121670517,3
578604.684013272813,2
579277.556713626334,1
580052.229789296119,2
580159.994438271498,1
581980.344957997628,0
585737.775192861047,1
587171.903109811532,2
587592.019703368614,1
589049.648677012052,0
589106.153603201508,1
589845.34167238242,2
590939.128943804213,3
590940.650450516471,2
591728.935964259336,1
592674.476043832879,0
593676.585690186373,1
593981.845717965852,2
595432.435806282195,1
595697.956300031451,0
599659.784971874908,1
601292.213605555057,0
609512.208438588494,1
609921.70279695321,2
611370.493756355603,1
611747.218806076419,0
612298.513671261893,1
614129.379114757407,0
615285.820048816134,1
616768.171659013608,0
618302.857300641488,1
618922.782050519026,2
620059.055111583536,1
620767.693788021152,0
622157.301545379876,1
624152.828407369334,0
625861.362935811445,1
626336.42150729208,2
627674.854475272222,1
628146.608239069661,0
628754.988705519242,1
630517.409818473591,0
631492.879190105014,1
633348.387603939488,0
634218.470134477678,1
635195.618108869854,2
635854.422631603609,1
637014.088948826892,0
637764.870095373952,1
639793.917109054922,0
645625.043486176061,1
647320.784571306167,0
651159.492636064118,1
652313.45375767571,2
652800.42037232501,1
653929.517713957871,0
655738.028581021287,1
657777.807570807329,0
658412.336624168327,1
659172.630372530416,2
660404.902673881828,1
661051.778736502698,2
661189.58765611037,1
663020.764629926338,0
665070.540410551326,1
667112.488451201284,0
673611.123816701546,1
675754.188257002729,0
677719.331756203091,1
679597.199633908147,0
689072.453387071057,1
689952.231709842019,2
691118.776984604394,1
691628.364125917339,0
693329.362589385194,1
694970.898118534642,0
705725.45629135428,1
707562.740634274213,0
712478.971157889551,1
713879.026212185142,2
714119.239596039697,1
714146.278612433099,2
714466.537261579647,3
714773.856533900626,4
715680.385816251919,5
715687.250759974001,4
716051.315126468414,3
716201.371011285163,2
716284.170132310338,3
716639.487343543658,2
717186.07663804975,3
717409.337976064418,2
718071.419326457831,1
719026.760987405761,0
728059.705600587335,1
730127.746107367028,0
730736.160732138092,1
732296.595671476447,2
732493.023064219377,1
734246.095153155921,0
734862.816222526182,1
735815.182191224367,2
736506.381507442104,3
736592.795926926366,2
737517.717248261669,1
738238.42902446928,0
738282.728222242175,1
738577.771247187572,2
739892.823118443503,1
740327.135417821273,0
740878.883722597715,1
742378.657169574949,2
742953.498251418887,1
744083.742552233956,0
749043.204570158549,1
749465.877323412851,2
750686.061360242881,1
750749.863737585485,2
751413.645286043566,1
752341.284005479588,0
763916.637217024153,1
765587.43971889796,0
768769.52400398952,1
770187.085905621042,2
770284.469571602229,1
771624.497046766668,0
773216.194040471424,1
775010.366105105429,0
778762.915577261656,1
780410.683365634298,0
781828.712242211152,1
783726.009197361007,0
789050.574687659304,1
790645.663330966056,0
791800.535432454751,1
793459.789341724377,0
794843.191021633884,1
796649.68832941093,0
799797.305462696608,1
800922.12129343626,2
801313.165134191198,3
801331.937919478838,2
801878.296512898806,3
802786.709064705396,2
803016.341285267807,1
803638.62663110395,0
806995.164748739333,1
807289.590493931098,2
807823.159856918122,3
808866.018997015585,2
809038.9703107605,1
809745.56275527926,2
809775.445950134126,1
809968.558385981094,2
811608.646374760504,1
811789.143676731479,0
812178.489255872819,1
814299.657727473157,0
821317.934168345978,1
823368.082939305714,0
824079.094475624304,1
825718.39929672752,0
829202.735359683602,1
830889.504553964328,0
834486.585936406592,1
835375.12577942605,2
836285.168192510017,1
837394.48152935174,0
851836.741712504373,1
853506.308311710794,2
853558.642912381613,1
855733.627782561971,0
857018.65560493401,1
858420.967944252737,0
859404.26405163384,1
859858.272206548749,2
860282.374416124456,3
861485.2809225301,2
861628.558753701219,1
862249.382391189676,0
864039.912874465294,1
865786.066650548226,2
865863.219719359705,1
866085.021508182626,2
867605.354659167681,1
868041.460858688012,0
872764.188261166523,1
874517.333704626148,0
874556.315970237135,1
876786.060929026693,0
879551.666906488298,1
880157.125375064914,2
881471.676587378896,1
882202.703372311037,0
886886.607935388054,1
887809.269965636424,2
888450.852228846413,1
888680.096718003929,2
889966.68272342965,1
890385.293223538573,0
890980.013145759256,1
892589.675323860292,2
892878.324063650525,1
893845.917198692159,2
894602.726702787688,1
895373.119835392263,0
902350.184309613641,1
902641.848237324523,2
902885.291253098272,3
904243.641055343045,2
904397.578742129788,1
904655.110006650937,0
906716.413031149444,1
908317.984296232679,0
910708.059132609151,1
912355.837282563051,0
914072.716638706251,1
916021.157325814944,0
916652.749817497405,1
918490.48075488054,0
919120.435417504311,1
920839.878461298325,0
924025.205427943957,1
925910.083209121196,0
926459.216026952591,1
928424.298004991577,0
930965.944873809803,1
932779.452854070924,0
933425.004950372047,1
934931.835538243518,0
935190.852095089266,1
937130.324561476333,0
938824.082725447293,1
940030.262679335989,2
940430.940115628171,1
941815.376066620554,0
944240.968514416531,1
945368.15702778438,2
945894.665391747136,3
945961.229913092321,2
946836.196003465324,1
947922.626642521358,0
950097.953430845992,1
951181.382753352471,2
951774.553204692401,1
952435.942758547369,2
952872.082681474993,1
954491.598543313361,0
955532.301543967992,1
955938.681722717371,2
957129.549435145552,3
957306.560242181992,2
957805.199172719315,1
957928.340636839205,2
958747.81005179837,1
959570.43869255589,0
961767.175265507457,1
962284.893096690053,2
963393.089996468467,1
964133.497982305649,0
965271.298846231208,1
966056.681345940205,2
966397.646837689489,3
967104.087761087059,2
967890.178223321768,1
968288.612449592765,0
969235.038755945162,1
969550.66233272603,2
969851.940183129625,3
971040.603577935619,2
971106.620604851625,1
971956.485752147394,0
976766.169517762601,1
978289.618288379699,0
978378.45294367557,1
979812.583839245058,2
980131.556958098457,1
980148.23381188573,2
981468.301776639071,1
982027.692269821649,0
983667.707616087002,1
984590.262402187292,2
985344.573503018084,1
986607.016674078104,0
986737.50881579969,1
988482.924463757139,0
989250.785535123537,1
991262.442517273926,0
991865.136014206355,1
993851.638735906566,0
999069.15899759902,1
1000867.899973514628,0
1001084.666464765827,1
1002210.637116380686,2
1002847.362317695692,1
1003846.041742304272,2
1004105.160159991301,1
1005093.665501027817,2
1005710.100870584298,1
1005866.151481031713,2
1007063.257973670383,1
1007565.664403303346,0
1008532.921153055308,1
1010242.12197424379,0
1012640.070560344432,1
1012919.782159183205,2
1014333.914879374078,1
1014621.959680612561,0
1025307.995065751257,1
1027153.650208034926,0
1028899.76274161187,1
1029267.771964894327,2
1030008.606672069323,3
1030737.20290809637,2
1030865.645866751376,1
1030962.038059123981,2
1031264.643889450097,3
1031684.36287601581,2
1031877.226514262476,3
1032175.66100553276,4
1032854.518260876871,3
1033143.225678424465,2
1033751.731700689499,3
1033781.334474067485,2
1034055.008215369477,1
1035581.57032804272,0
time,SimNetwork.a.parkingLot.parkingOccupancy:vector
101208.994278603839,1
101893.285412067342,0
106602.709501977246,1
106923.78842882754,2
107240.070692019753,3
108013.660152108465,2
108857.89291350556,1
109363.348710678529,0
110203.396369367331,1
112022.398688618146,0
112767.570767144596,1
113746.32611541356,2
114402.541817371309,1
115532.935577963149,0
123813.84413614049,1
125500.898236358333,0
125994.208491980733,1
127193.500487314522,2
127690.469836003574,1
128250.356004365064,2
129077.63065645417,1
129938.761854714856,0
131013.505021761293,1
132847.367512846104,2
132948.571609543222,1
134391.243939909149,0
135835.758911105842,1
137617.917046030443,0
139259.997134652292,1
141312.715949933855,0
156907.632357635489,1
158615.388879000811,0
164225.310699209223,1
165906.80309933772,0
167436.203489756225,1
169179.30458812299,0
174995.279916007503,1
175557.452879609581,2
175832.340263245224,3
176848.519328193029,2
177031.868473027934,3
177456.02613912732,2
177728.206572764279,1
178831.202712017083,0
179534.653500801131,1
181373.414750378048,0
183294.767451531587,1
185380.593202280759,0
187220.082058918655,1
187487.483482840506,2
187843.211939333331,3
188241.183667598501,4
188833.694152497197,3
189068.865591628596,2
189523.300164218756,1
190028.166373986736,0
196784.098285101888,1
197909.262221905058,2
198784.29486443778,1
199589.813830961865,0
200444.369658963452,1
202367.718462702217,0
204974.000774248963,1
206907.270064756768,0
209337.821965117459,1
211078.971197624144,0
216863.420252662562,1
218619.714297421537,0
219898.832227288159,1
221409.65808758423,0
227307.102253567953,1
228297.25481403326,2
228650.421049495533,3
229153.410057848766,2
229681.835224404314,1
229734.701706953878,2
230481.215063918859,1
231638.440048578181,0
236598.031590029283,1
238255.231033478057,0
242315.155110243653,1
243776.303086393014,2
244055.832136709903,3
244103.650142871071,2
244809.289732527139,3
245559.614403870694,2
246057.048619047432,1
246277.637771936421,0
249728.338469979368,1
250797.881805491544,2
251093.022375172959,3
251728.35646941116,2
252483.473374257792,1
252906.485394370284,0
262166.213133252186,1
262445.046636149959,2
263006.312324851822,3
263624.795206481134,2
264136.550321270717,1
264884.191569723527,0
266566.471139540316,1
267983.10455188749,2
268346.55303194694,1
270034.616963046118,0
273765.078773696797,1
275423.54962642482,2
275798.499134824651,1
277374.568023075469,0
278267.116501188996,1
279590.599095946404,2
280091.915953796557,3
280147.554586277445,2
281425.67333336148,1
282148.979422647894,0
283141.916260879299,1
284505.28694192786,2
285166.151675315927,1
286427.847659389875,0
286540.198295559645,1
288096.511685544697,2
288408.254638821158,1
288409.764108167618,2
288744.198078539061,3
289951.915600221715,2
290151.62061958392,1
290749.12373244922,0
292071.433108366508,1
293665.281793614342,0
298776.385727369788,1
300609.652909356907,0
303124.602706560221,1
304638.898512190001,2
304881.296025584697,1
306726.715696531273,0
309956.767824659314,1
310272.129035851496,2
310584.175538696244,3
311323.763494772766,4
311600.588660986513,5
311959.584330270186,4
312331.549494686922,3
312458.234638698317,2
313108.038182755573,1
313182.404739695648,0
314043.249131057888,1
315262.316468283364,2
315850.333907055827,1
317328.318697799088,0
318193.139271921152,1
320136.973095085395,0
329029.756639621233,1
330895.729564900723,0
337398.650967911778,1
337685.103445822137,2
339101.69909321334,3
339255.05593960627,2
339555.44377425544,1
341051.686990555572,0
344408.070591353467,1
346200.066869416167,0
357313.23250863273,1
359142.531333505059,2
359421.443339304178,1
360673.556346980849,0
361959.402877109599,1
363759.374008757295,0
363882.985483004177,1
365678.049099474229,0
365878.365794973608,1
367397.586839675518,0
370783.644527588384,1
372500.685114274788,0
379453.239343750235,1
381253.051345273017,0
382074.150483047876,1
383709.394608093746,0
383922.544363521824,1
384735.208257588911,2
385966.736477389614,1
386520.189319901816,0
389852.584285084305,1
390206.152111254777,2
391855.007922872571,1
391911.662316523406,0
398300.451913714128,1
400141.188337939949,0
400712.390801817419,1
402543.996357064305,0
403599.921824537959,1
404587.607860849352,2
405233.91355497335,1
406590.20272905105,0
411287.148806158279,1
413068.617247729306,0
413127.086235812369,1
413405.594639044125,2
414750.622109925251,1
415112.965304334853,0
420918.723837858821,1
421631.123867011919,2
422726.539034883419,1
423044.725460291334,0
423693.390736180097,1
424764.863897685992,2
425440.77658794109,1
426628.988394151701,0
431227.171135503325,1
431806.656082285619,2
432715.71817942615,1
433654.759330939479,0
434331.630350545212,1
435120.110718567897,2
435442.856991055859,3
436166.962885337774,4
436261.264208175326,3
436732.071476534936,2
437169.16758009539,1
437410.530968494308,0
446997.220057181406,1
448601.30708167975,0
452332.323208020028,1
453030.608915348079,2
454309.654633153688,1
454736.654251042946,0
454969.488857711755,1
456853.827351683244,0
458079.9414765095,1
459786.105446189873,2
460004.944515772266,1
461598.261239061187,0
463433.124837213334,1
464740.906416083175,0
465417.49875346876,1
467362.735341363443,0
481732.618913048126,1
483853.799407401461,0
486324.726449649143,1
488282.998944149777,0
490712.629266370427,1
492453.653996338181,0
493042.577606317034,1
493803.118382818927,2
494722.948596221155,1
495378.009799847471,0
497222.948129063269,1
498827.903247190245,2
499110.182895853648,1
500482.322324433446,0
503227.887997202294,1
504594.749245675641,2
504731.478823203185,1
504963.82052471887,2
506284.642161863051,3
506331.641987993394,2
506658.470025022532,1
508172.849617164821,0
511389.540524585887,1
512548.975674633809,2
513258.169365611383,1
514201.21643882607,2
514301.5020635881,1
516000.955560373507,0
516824.717582759772,1
517123.072742695387,2
517510.2485289742,3
518879.622881491964,2
518883.862428202417,1
519191.164287126444,0
520144.906594253518,1
520750.441751160321,2
522164.599781351217,1
522505.354393478381,0
524944.524028688919,1
525211.814858742827,2
526700.412166465855,1
526875.478683870331,0
528498.426847919341,1
530070.720897936447,0
531169.541846766537,1
532682.228654049503,0
533329.743111997525,1
533774.303169026323,2
534685.737870486352,3
534967.120517931704,4
535433.942691079945,3
535477.719704091803,2
536437.076682850943,1
537053.151489309884,0
538838.017346009766,1
539417.571838204855,2
540601.053469966824,3
540627.586553125146,2
540977.193587120928,1
541616.044855817588,2
542085.189973451184,1
543101.971067812138,0
543743.095753833852,1
544587.663673826981,2
545293.703766234047,1
545862.802136329688,2
546359.093060036791,1
547568.778464032354,0
548876.285240840343,1
549654.866421783528,2
550645.779511745066,1
551543.532438233284,0
555352.047516839459,1
557125.215464910237,2
557193.887118335749,1
558984.217811067211,0
559756.027125823744,1
561330.107860562047,0
562703.902129538957,1
564407.242201583723,0
565268.5591201759,1
567142.606743442609,0
571175.301105032374,1
572893.371015651303,0
572976.245335120526,1
574890.107247126526,0
575997.021848470656,1
577163.305432608776,2
578023.546320825123,1
578941.743752531372,0
579579.415182337127,1
581405.746610282403,0
586810.321155620222,1
588355.714083801311,0
588929.197059700187,1
590816.478684893208,0
591079.924101827608,1
592817.889423461423,0
595274.161540207933,1
597608.128479185125,0
599907.066049810185,1
601693.99549879212,0
602249.785060603478,1
603813.568017000489,0
605810.901750146522,1
607755.368702159606,0
608586.05848384047,1
609313.081333786056,2
610786.774016136169,3
610821.775171745635,2
611062.123296543738,3
611409.959187277787,2
612647.464330470383,1
612830.839782212076,0
617590.52484072876,1
618612.5549229333,2
619254.825935345987,1
620239.064913002511,2
620601.780730346958,1
621194.694652373147,2
621935.030572923489,1
623035.372921784306,0
623603.550629861515,1
625241.681701352002,0
627960.018474901903,1
629857.47648018517,0
632273.124400500284,1
633374.093124769379,2
633681.967653734073,3
634028.198984547697,2
635216.075231028932,1
635601.028374023303,0
636245.736494108424,1
638155.688038773047,0
639030.219110234449,1
640796.95671844599,0
640886.688391665686,1
642619.116996701601,0
647724.900219047373,1
649538.675244022599,0
650572.849006277937,1
652055.463015537987,2
652591.345845678548,1
653541.711645034898,0
654360.555403139827,1
656230.560058317057,0
662703.579432453957,1
663793.448498980938,0
668002.544238087886,1
669947.094247949951,0
670234.079593655274,1
672011.480385462028,2
672096.451998633213,1
673744.402938609316,0
676607.385935011998,1
678361.973101536269,0
679503.566009302006,1
680604.128061500128,2
681457.238643863816,1
681711.357577133639,2
682659.371613514142,1
683750.005676188015,0
684549.899615839005,1
686470.112177077606,2
686568.805007227737,1
688007.233646974759,0
688021.691274028807,1
688631.921369061856,2
689758.955476535899,1
690656.152186261751,0
690940.592526986396,1
691296.726734273343,2
691608.869508332927,3
691912.977959485621,4
692642.905007069562,3
693175.182487646839,2
693362.297763567588,1
693686.792812356142,0
695366.993733862566,1
696675.299619481558,0
701030.749037775794,1
702669.037995328452,0
703374.426100724558,1
704138.441338847262,2
705366.791113543339,1
706063.533116927619,0
710348.976480220059,1
712010.869672776015,0
714422.561607455823,1
716124.441491916905,2
716205.350637250044,1
716727.188079825267,2
717962.428375183599,1
718233.050148695864,0
721207.253552177221,1
722632.951235353668,2
722827.895259826405,1
724550.509578972114,0
725157.801870687264,1
727068.466296577249,0
729099.37870331875,1
730765.794409507443,0
733816.567808482514,1
735638.128497043733,0
737953.180319379052,1
738666.861709878004,2
739621.514114053078,1
740454.823790162773,0
741027.208549651281,1
742849.622743600675,0
745098.677127147711,1
746669.620643514024,2
746821.95210892633,1
748468.129797632801,0
749926.925140669645,1
751197.160826364153,2
751535.56458495315,1
752956.858091193294,0
755481.953195971819,1
755750.384934319403,2
757513.3681259986,1
757543.869424373508,0
762315.226394284254,1
762882.858991722924,2
764225.555412200615,1
764668.76473740889,0
765548.502755496237,1
766131.470703497799,2
766411.288952846915,3
767317.461180388234,2
767830.918165733047,1
768025.772440005406,0
771268.670426849606,1
772246.279174821881,2
773012.921409483224,1
774208.506615590196,0
779863.962692229644,1
782072.603970945409,0
782654.879467241248,1
783656.685579050466,2
784136.913989527094,1
784955.046570608574,2
785340.905217579594,1
786953.189940919555,0
790230.241824022289,1
790595.997056091762,2
792211.315416847646,1
792615.482496412658,0
792758.956581015824,1
793332.634236417218,2
794516.398594740847,1
795333.651189658687,0
800036.641746717039,1
800298.376019862666,2
801809.526393295039,1
801889.390935452843,0
804085.67169737484,1
804692.453185659305,2
806024.69501155155,1
806515.870369849316,0
810854.736509702062,1
812649.16736392168,0
817034.982511424975,1
818981.32126893061,0
819216.119327537358,1
819985.910773286129,2
820933.833049229984,1
821497.520727295427,2
821994.715861121783,1
822926.140800409508,0
827723.701594927323,1
829432.79195377879,0
829526.147758142723,1
831141.629634741901,0
833335.321891684782,1
834113.773140646222,2
835112.434569150088,3
835276.739420190964,2
835401.89195754484,1
836823.981797947584,0
844491.554690701251,1
846571.124822753685,0
863032.568811332616,1
864502.120232231424,0
868025.874043972107,1
870095.671412966193,0
872767.382787680255,1
874641.897978775186,0
878314.178938113681,1
880253.879353553169,0
881209.201477711669,1
883216.7820371812,0
896117.151347831259,1
897792.090394968167,2
897881.099297700664,1
899650.606967923847,0
900814.9586926742,1
901406.881558614385,2
902996.006899247805,1
903192.782201839012,0
911500.01397762064,1
913051.413719810944,2
913240.810654922849,1
914096.675257697905,2
914925.60956451776,1
915858.519865061543,2
915875.505962625592,1
917588.045902259076,0
920422.117282297434,1
920838.850069252631,2
921133.110251286131,3
921456.315218468241,4
922295.711149783119,3
922361.737543601173,2
922841.472837762153,1
923116.336880244534,0
923147.996050268668,1
924059.493084141595,2
924912.754125199329,1
925852.040983620346,0
932324.664156718577,1
933585.007108085583,0
943793.237210566118,1
944125.908614652654,2
945317.561812078388,1
945631.241960610437,0
947334.449648259007,1
949002.696064820995,2
949193.51315498592,1
951038.496452145826,0
951780.7020648661,1
953421.984039413655,0
954023.384111291181,1
955011.916005121531,2
955347.995762650192,3
955663.606442319758,4
956089.259410178019,3
956633.074120001834,2
957019.183373668434,1
957596.630725085957,0
962369.628483653373,1
964136.885189323491,0
964774.197344246198,1
966436.579620573863,0
967170.911289279592,1
968903.547040049808,2
968923.889113454884,1
970673.171074007668,0
971660.699686650094,1
973399.108671166232,0
976110.704048210452,1
978015.315113994483,0
979501.87542805374,1
981378.439541063144,0
982008.417923245603,1
983699.711880025381,0
987403.886943521262,1
987816.839807251545,2
989037.453672837549,1
989506.218058056733,0
990159.558482657278,1
992177.427845316192,0
994826.659015772075,1
996375.130761672811,0
1001371.681499914184,1
1001848.829948171134,2
1002642.71941832621,3
1003148.846979148753,2
1003766.735058095237,3
1003786.529852564357,2
1004750.730416438055,1
1005383.156298525588,0
1006809.449121453572,1
1007185.636105487095,2
1008702.024454315691,1
1008725.083350235453,0
1008764.446326135803,1
1010002.46361738477,2
1010498.826662741875,1
1011609.746068575246,0
1014476.802739167185,1
1016286.373529300428,0
1019506.975080894932,1
1021165.777198318238,0
1021959.839393473612,1
1023520.227792537518,0
1024108.293435457461,1
1025660.596575721318,0
1035522.448949280075,1
1035847.45049549806,2
time,SimNetwork.a.parkingLot.parkingOccupancy:vector
105136.680849777271,1
106594.267233876384,2
106803.622846398655,1
106934.795325195619,2
108439.129848413483,3
108485.999784076906,2
108731.587177710591,1
110101.683159667977,0
112674.127540034003,1
114542.485766563246,0
131690.188416452719,1
133522.48927685184,0
137346.817065281186,1
139036.116025208703,0
142179.105701666315,1
143167.048029446886,2
143524.990825621843,3
143841.188763827498,2
143847.754798057117,3
144172.06192572147,4
144743.712048356942,3
144978.791602744827,4
145169.618430352804,3
145594.572403218149,2
146182.475159389542,1
146796.388263250509,0
147620.535524923578,1
147951.615445072746,2
149504.793314902812,1
149687.494316615992,0
150148.89937872017,1
151762.091130319781,0
151969.694545931327,1
152549.720248365506,2
153032.62868282119,3
153845.729014709226,2
154202.642834509651,1
154782.873835520541,2
154985.623260069781,1
156937.29308257033,0
160452.525842847878,1
161237.723837440439,2
162541.844652152636,1
163017.661289288679,0
163747.123480553837,1
165054.914926370417,2
165908.284653382838,1
166753.791136328886,0
167324.001587771159,1
169079.615207656645,0
172834.430429793579,1
174585.027396092471,0
175999.008580094579,1
177227.695664633072,2
177873.797831526102,1
178754.166638974164,2
179039.773470040532,3
179221.59050019087,2
180644.235268272903,1
180663.126359334399,0
183144.238824765854,1
185153.942757563995,0
185408.932587024896,1
186461.22513953332,2
187202.892470343805,1
188430.40073148931,0
189815.929940922846,1
191462.562657696323,0
192838.143742442592,1
193882.079881839835,2
194424.39669057097,1
195800.519533889642,0
200703.823293818533,1
202498.16804967458,0
204278.667896799335,1
205293.26133032704,2
205969.413774580806,1
207098.855779733865,0
208587.156485078231,1
210233.949645073458,0
212365.180590483862,1
214354.134272291445,0
216363.306031307922,1
218432.315381382237,0
219203.021840217511,1
219581.021951498183,2
220549.643650585911,1
221321.069884131042,2
221543.769491664006,1
222984.569493954808,0
223856.424233273293,1
225697.330910789584,2
225760.211550787725,1
227509.363236434813,0
231029.508864741378,1
232866.823816537788,0
233454.617939140328,1
233882.797606697908,2
234957.259419504114,1
235598.500728961204,0
237165.322632186623,1
238807.047866219408,0
238912.731563973961,1
240906.421770337035,0
246458.582988255843,1
247059.335664835954,2
247701.267628386351,1
249015.661405915655,0
249663.549270892964,1
250091.015543998254,2
251290.959072688991,1
251784.353514190602,0
255427.044988725732,1
257218.224877280677,0
257896.515197713776,1
258873.466444269576,2
259816.433186482943,1
260756.420877918953,0
261503.68801021633,1
263043.89561164913,0
266870.652771598785,1
268708.251681288973,0
271447.77106341867,1
272076.484726880889,2
273405.872170458967,1
274159.267303617744,0
276082.024591679661,1
277750.358957014406,0
278716.544287035114,1
280436.802136491671,0
280689.949309931832,1
282525.936654563995,0
289349.635191371029,1
291238.125871073879,0
294649.855680426986,1
294875.614629781905,2
295800.491719636412,3
296304.120773627474,2
296618.842683438556,1
297817.473612092933,0
302109.051378632827,1
303974.105519952299,0
304539.817076813231,1
306317.480357158181,0
309399.339630446547,1
309736.18063343608,2
310599.415986738019,3
311379.807925227996,2
311755.803769458892,1
312501.029881234224,0
323867.15878939065,1
325804.325755401111,0
326349.620667904131,1
327984.868626008913,0
332289.479768402438,1
334202.646096364356,0
334776.965298871374,1
335462.358982921765,2
336652.499664709845,1
337388.008135194329,0
343038.742424343497,1
344857.258758216155,0
347788.557159857865,1
348957.399481249847,2
349459.755265897647,3
349820.646052430777,2
350838.277251878478,1
351306.433222519699,0
351439.523848359897,1
353053.806276551845,0
354615.394991097459,1
356599.160370192316,0
360750.188035123313,1
362597.03195633643,0
362717.120871401323,1
362987.197942074612,2
364169.061987776779,3
364559.752382930384,2
364585.79436165472,1
364899.098873790804,2
366103.289908805538,1
366385.875839895322,0
367006.029712513239,1
368605.801045434113,0
368816.441520029311,1
370530.048746866368,0
373609.221238504776,1
375612.480461029464,0
377220.110902479463,1
377477.255606716581,2
377785.702622574,3
378759.554476388476,2
379525.317680595756,1
379846.691482050357,0
390905.166450742551,1
391657.908882036104,2
392490.773967195989,1
393079.731400830895,2
393419.945572755151,1
395053.147339966596,0
395699.811305779997,1
396003.858081322009,2
397286.628057093857,1
397803.269319344733,0
398842.041122906844,1
400947.1222282664,0
405499.782421027703,1
407270.353153177213,0
407362.023952221571,1
409036.157751902959,0
412736.097715703489,1
414446.212815613815,0
415047.489101468806,1
416679.238619576656,0
421830.124651027052,1
423602.992223110565,0
425073.089233954817,1
426901.454576474679,0
433649.091015803796,1
435245.978821231389,0
439022.866456891094,1
439933.296767681802,2
440592.014084685913,1
441142.936941597285,2
441471.079794676791,3
441731.650524673727,2
442351.5155252209,3
443071.926025776093,2
443250.569111652894,1
444023.971983447982,0
445006.837049700801,1
445350.858994369176,2
446792.523821320628,1
446937.599926441429,0
451279.085062601915,1
453345.857437842775,0
458258.092987421915,1
459993.804950371113,0
460944.095077378378,1
463016.213220975224,0
464313.188800060913,1
465575.215232737267,2
466353.638865202153,1
466441.212331674791,2
467110.768673445688,3
467292.481985412348,2
468374.774027257574,1
468614.437411193203,2
468972.583873552958,1
469260.28465258192,2
470606.805317393681,1
470955.33468252618,0
471512.302358502674,1
471844.782726701784,2
473427.613085874489,1
473456.357935846981,0
473608.314573592606,1
475494.776808755426,2
475540.228283824588,1
476442.314774909522,2
476723.893064955698,3
477211.006118893797,2
477840.444305111855,3
478166.841815227522,2
478386.456542537159,1
479403.444171081862,2
479840.906682867763,1
480389.488504875208,2
481095.23835256431,1
482104.981668364746,0
484837.490997770416,1
486228.583530485022,2
486619.442957189392,1
488189.72690783229,0
489292.07074090895,1
490806.652412036822,0
493589.503631529545,1
495075.943954275441,0
499169.106160792195,1
500967.586513384567,0
501845.835939193232,1
502214.626727649847,2
503010.331782214339,3
503740.386368743613,2
504071.367488317065,1
504859.707584420711,0
505710.05795352746,1
507233.143361207973,2
507572.506151470981,1
508245.689080973633,2
508824.049015583011,3
508984.685949166175,2
510111.032963200897,1
510832.250280553971,0
511975.041295858979,1
512409.267956765345,2
513011.813488502737,3
513783.662056579128,2
514378.544040365401,1
514966.045653757563,0
515593.574203975865,1
515875.700081618642,2
517524.701097582323,1
517570.587178251387,0
518334.645683594079,1
519758.454200572154,0
522679.491181308867,1
524808.596205319952,0
526646.247722821785,1
528472.620037678187,0
532777.760016687351,1
534543.764744906424,0
540900.379632538801,1
542559.478465098873,2
542940.497225866827,1
542971.174688281455,2
544189.408691217449,1
544729.525886163295,0
546613.023335132432,1
548081.912610644528,0
548396.761529183568,1
550148.137303433971,0
555770.057355934543,1
557547.090261087391,0
558697.932790927664,1
560504.110442001611,0
561629.509759412201,1
563380.453570872027,0
563949.170877314014,1
564903.405199456485,2
565696.610640907875,1
566730.36158080275,0
568124.052238996333,1
569283.179663299637,2
569602.054556987397,1
570905.252340426649,0
572447.838444516307,1
574398.195879378839,0
574958.694257970929,1
575248.40351772219,2
575519.650196382445,3
576897.612573919578,2
576978.712926111779,1
577425.367715962658,0
578185.191337670401,1
579404.784612126445,2
580114.822582156202,1
581374.18241457677,0
582792.385114023357,1
584591.903524034952,0
585888.707716379318,1
586123.146714936826,2
586366.766466706585,3
587595.120450529189,2
587876.31374869141,1
588169.121650880856,0
590098.94286230083,1
592086.495802013071,0
594007.037311921419,1
595369.220046045374,2
595583.752093296442,3
595751.27461720843,2
597293.588135922044,1
597301.418137159104,2
597599.69265667649,3
597636.743882290191,2
599049.347749490722,1
599554.312822158811,0
601245.21390882402,1
602660.642957906057,2
602810.540475014707,1
604808.266248439204,0
612583.142910453229,1
614375.016013740784,0
617293.307384678562,1
617643.741737092668,2
619162.229177528584,1
619540.582529512036,0
619849.710337571238,1
620994.482371118617,2
621920.065018664504,1
