time,SimNetwork.a.parkingLot.parkingOccupancy:vector
116344.519604526359,1
116661.280168412435,2
118174.858216070638,1
118372.211198712323,0
119495.061965011819,1
121549.871171328812,0
138102.250440908384,1
139343.336563408923,2
140065.942228893273,1
140630.135545405551,2
141012.764492517965,1
141677.967458503499,2
142367.958780415367,1
143410.40566517684,0
147922.829129840079,1
149645.635460759201,0
150193.63169537923,1
151990.511578991869,0
153805.360379429527,1
155295.889927674063,2
155678.716564360338,1
157173.766478331878,2
157421.086791429455,1
158147.908614418171,2
158682.748182396339,1
159994.434126495377,2
160107.477590500729,1
161481.172480246489,0
162075.658560092658,1
162389.658460431377,2
163472.592893182512,1
163934.774927669725,0
164054.919504925316,1
165672.106279256869,2
166028.547973322851,1
166647.283107006158,2
167074.604895038025,3
167163.051565870229,2
168388.968021675192,1
168700.31178818115,0
171116.462392891075,1
172868.867820728411,0
173593.901874086173,1
174151.927168244054,2
175350.457095265987,1
175603.632168472972,0
179397.645642345041,1
181080.618831848653,0
181652.220733117763,1
183619.970578690732,0
184959.357178492697,1
185528.830025935334,2
185968.054295276133,3
186954.169387459297,2
187183.817583683233,1
187683.760596759753,0
192946.123658555046,1
194571.060714472366,0
196750.87652127666,1
198753.16326262217,0
203066.66568894584,1
203729.707409384773,2
205061.318878133086,1
205950.581999554279,0
222536.107468988936,1
224160.355969392398,0
224842.751843596771,1
225253.217617248062,2
226472.435699468092,1
227187.492556683691,0
229601.481278427005,1
229910.02871690918,2
230914.949326863949,1
231834.941608894499,0
233753.549778294743,1
235566.460378333285,0
236668.707523268129,1
238348.69070865459,0
243457.000709825972,1
245464.259501231049,0
246412.450603481631,1
246715.23589901017,2
247854.027997189048,3
248156.641653416166,4
248241.9916104424,3
248287.362129360758,2
249693.64115867063,1
249697.97050395709,2
249847.45590296689,1
249967.666118720292,2
251470.236541225865,1
251743.414661677066,0
256457.541425706968,1
257148.114284113141,2
258294.265010368211,1
259091.930227001997,0
259788.863196494831,1
261032.848062140027,2
261965.621811785323,1
262826.417365379258,0
264599.308166290984,1
266421.866153578401,0
267307.334290848702,1
269074.933630873236,0
269676.870351552353,1
270376.067233865826,2
271624.193391357621,1
272171.064555434841,0
275881.720883774483,1
277716.44577281432,0
278725.127723380722,1
280304.381594800165,2
280574.199819130385,1
281725.838727956507,2
282019.748058371639,1
283452.770048459652,0
285267.914766516319,1
285860.660266176029,2
287150.366024640617,1
287870.946706635261,0
293519.404101429146,1
294154.966756483685,2
295306.561321427998,1
296004.384847362415,0
301497.926548757851,1
303145.294801626272,0
303288.71181710687,1
303610.882638286322,2
303899.917466294321,3
304611.598485309264,4
305092.328910588864,3
305379.716607393133,2
305721.235244761567,1
306450.676264342062,0
310494.46146758315,1
312384.504997029796,2
312484.086456433473,1
313024.252011416572,2
314122.068327661021,1
314611.628322590332,0
317413.434406589994,1
317719.798559234674,2
319207.25650126714,1
319526.85550907471,0
321229.309467369783,1
322860.664571525555,0
328752.661496143348,1
330347.093381138898,0
331354.586434554756,1
332857.009394157819,2
333080.303792246514,1
333301.455356904613,2
334587.828916798436,1
334875.994432185681,0
336169.92470242645,1
337281.317734506097,2
337783.181417288539,1
337888.210203961938,2
339025.034079446957,1
339794.69562673609,0
347126.944738991656,1
348847.494086345497,0
356877.189044499271,1
358795.39167321185,0
360608.538964261044,1
360930.173158771433,2
361846.331410085857,3
362470.215127243232,4
362560.485255506516,3
362933.366378099853,2
363360.571808193902,1
364139.106487297463,0
364364.554030233847,1
364989.326360761783,2
365991.298851572158,1
366631.786414528646,0
366685.805862876367,1
368192.940170242988,2
368493.302630563292,3
368493.970188563405,2
370028.616905136982,1
370560.942580910588,0
373033.849794829888,1
374936.055972965083,0
378849.432814389011,1
380788.942365525186,0
385526.538412998999,1
387531.016323277529,0
388999.990364206273,1
390866.803827826022,0
391499.931914340592,1
392021.445034200777,2
392295.88030391066,3
393293.262640477219,2
393782.169755980728,1
394347.082181828158,0
399120.464677573116,1
399717.663775227834,2
400802.870650101141,1
401635.619497122153,0
402249.198395786685,1
404223.783619825875,0
408944.9500762279,1
410672.135653897471,0
412548.497015121126,1
414657.287964586856,0
418053.715229625315,1
419914.914602100406,0
420167.710363969437,1
422097.618320395228,0
422709.559065521683,1
423463.29066716451,2
424334.87078248133,1
425283.526829990558,0
425344.893185431089,1
427094.059595410611,0
428018.721373005345,1
428492.13014823301,2
428820.79488097666,3
429089.807948246673,4
429507.115544076628,3
430131.84908462404,4
430353.156749616253,3
430813.75205816201,2
430818.229241041779,1
431794.822504187956,2
431925.102571488443,1
433648.087731629055,0
434924.971257845244,1
435816.981602570185,2
436096.86576144272,3
436818.856505307211,2
437419.625640266896,1
437870.015255711102,0
439958.30096197001,1
441653.839602465522,0
442744.339294015421,1
444528.867735543419,0
446001.327716192152,1
447203.412580237372,2
447730.20215094845,1
449221.126319220313,0
449879.407830043245,1
450237.420858580872,2
451894.161265907544,3
451978.845760781397,2
452178.413051593475,1
454059.798007750821,0
455872.624672209564,1
457770.398972202009,0
458357.402471573983,1
460412.134795296894,0
466646.253038005573,1
468058.374494976377,2
468093.166826941412,1
469480.672099548589,2
469771.318284790968,3
469959.672277275541,2
471246.30974956997,1
471312.392602112429,0
472262.973788689472,1
472582.561761083588,2
472968.006332098208,3
473985.321617037193,2
474466.427979465095,1
474579.91779740682,0
478415.125226501038,1
480070.662502959106,0
480943.946492673626,1
481193.997328760741,2
481492.830036230046,3
482787.028547319147,2
482850.047969693518,1
483406.861237618678,0
489695.590359772244,1
491653.857027666545,0
492728.705905621772,1
494817.544022098203,0
495031.927249268484,1
497079.595109306713,0
498138.022998086077,1
499726.261987307246,0
500330.425337819277,1
502082.313576693706,0
503339.446706435303,1
505129.702134055963,0
506186.154114930199,1
507574.049930501427,2
508395.120261667394,1
509296.888230735632,2
509403.821351637489,1
510764.347879042112,0
510803.740869113293,1
511330.257580087666,2
512817.824230417677,1
513121.712549115851,0
514170.102487633911,1
515492.063389197897,0
517550.618376022102,1
519249.540702891689,0
521819.462428984835,1
523746.658562697768,0
523858.996347030799,1
525788.68616150814,0
527678.534829357203,1
529169.344773147744,0
530031.135975280149,1
531845.321255845581,0
536691.025664275064,1
538464.13620332148,0
549078.878883581178,1
550973.026189447115,0
554977.92463560815,1
555875.838178860528,2
556753.474674879487,1
557038.830826031084,2
557842.61361825373,1
558836.6935703179,0
564688.098674919707,1
566852.199970115905,0
569675.156323455128,1
571233.910213165435,0
572906.219428553514,1
573362.829783763123,2
574051.8736789582,3
574750.072656776764,2
574886.896076625347,1
575724.077279772526,0
578299.524223244273,1
580249.610103989998,0
581240.150428973198,1
583146.451463485774,0
586263.607272615385,1
588205.593517483432,0
589266.001241828895,1
591144.50462875811,0
596899.6471339054,1
598093.653356090583,2
598388.598953865032,3
599046.97469546821,2
600013.891763137145,1
600231.826136100307,0
606634.120321167907,1
607336.697036981317,2
608547.759120242843,1
609361.142471386428,0
613781.265591377446,1
615877.006030915839,0
616834.62100419446,1
618752.73402867652,0
627774.557910247264,1
628081.896978332927,2
629145.706721163893,3
629673.466852194387,2
629859.355698338597,1
631142.808384724616,0
637793.296944142246,1
638377.192146498311,2
639088.909058737063,3
639679.008994856435,2
640215.254293633821,1
640383.085143520039,2
640802.828565029929,1
641797.731608704395,0
643700.830041390684,1
644453.024527918959,2
645408.703358156093,1
646315.416049034192,0
654122.809866776687,1
655721.080749439193,0
656850.339826593668,1
657521.605610416103,2
658065.706174751671,3
658388.775642007577,2
659550.209675348269,1
659942.260173292221,0
662001.255913244966,1
663910.522671264989,0
664556.977447235754,1
666259.388931679066,0
666898.916745931963,1
668828.594368014334,0
669568.869707644332,1
671373.850332092626,0
671949.219834479605,1
673369.345935282468,2
673824.602767039884,1
675020.869011352291,0
675153.20702909631,1
676837.795674956448,0
680698.449132921693,1
682421.524824768693,0
682594.314513525493,1
682921.047548958868,2
684489.106338818624,3
684528.954441385073,2
685044.06542301707,1
686421.615163643002,0
686462.340385220899,1
688135.369674594403,2
688351.011009597211,1
690162.257679710999,0
693176.327851486884,1
695060.707518976749,0
698200.929720234476,1
699809.222061027845,0
702976.80950824088,1
704586.8981896564,0
705803.003662752761,1
707553.214167173745,0
708146.045997566182,1
710032.174998014701,0
714788.124029366608,1
715651.010739578204,2
716523.556235646671,3
716596.187350325386,2
717029.349159441954,1
718467.475274294799,0
720356.561479916446,1
721873.060712311137,2
722167.797367453435,3
722297.033115965475,2
723602.906892796853,1
723942.564534150842,0
726324.432101009291,1
728464.07689972413,0
730278.494456714674,1
731725.38003126076,0
733294.955967652163,1
735301.574640132544,0
735455.879524356306,1
736092.852603185279,2
737409.78192277317,1
738081.61348557592,0
739766.111984990771,1
741570.158291749721,0
744775.733044278667,1
746513.66450330046,0
758540.59755685016,1
760211.606580037124,0
764394.367001316655,1
766363.983623338801,0
774312.630885978121,1
776433.003349010877,0
776541.770067011698,1
777856.695516166704,2
778188.594825165314,1
779578.639657875846,0
781172.20728340809,1
783166.20503609689,0
789272.070393006819,1
791223.991947407424,0
792118.161836503727,1
793885.553695669454,0
796461.541118427402,1
797908.481481867773,2
798124.119769963732,1
798387.933317256798,2
799851.182342289628,1
800279.804140822282,0
800931.386443148191,1
803022.349823661055,0
806222.498442792718,1
807935.915535365329,0
818992.505522793159,1
820704.639157691066,0
829471.734361800669,1
831106.806546363731,0
834924.856574212207,1
835203.688063078726,2
836298.455993403854,1
836556.510718099112,2
837053.889771252279,1
837953.388769070367,2
838328.326349982917,1
838975.640149169588,2
839507.576591096266,1
840488.22332301171,0
844636.975235216733,1
845944.843678559215,0
851516.292039593288,1
852191.598025273291,2
853486.11488392495,1
853960.668330479097,0
856590.772572142359,1
858430.447963485169,0
860780.399322897826,1
861430.927930666192,2
862527.055411685319,1
863244.053007910702,0
876727.16241524407,1
877049.958163751079,2
878322.949350806554,1
878984.966364486649,0
883904.377702899059,1
885326.626875860632,2
885653.616386471645,1
886206.013345018507,2
887063.760042813763,1
887082.838891700612,2
888018.03291718705,1
888776.139686609443,0
891191.780284867589,1
892137.578414406756,2
893088.299144320194,1
893691.418616754206,0
901326.907549774406,1
903029.30715532256,0
908016.278910520258,1
909510.133045814164,0
914935.090931276499,1
915599.270861910192,2
916674.217669180447,1
917041.320497120818,0
917640.261988695906,1
918335.37862368935,2
918615.449114003965,3
919276.220879066555,4
919644.28654242901,3
919992.034694023407,2
920716.861536999292,1
920961.469893360195,0
925431.857380064403,1
927005.044430741123,0
932769.488655528078,1
934776.411915453674,0
934935.573653697629,1
935219.007316332316,2
935540.323344040337,3
936913.155535799367,2
937099.367221828619,1
937105.976104370248,0
938046.038495190802,1
939691.778750171969,0
944732.433000196016,1
946298.312375224982,2
946571.358126987774,1
947906.708655151524,0
950638.652223773056,1
952474.080521345433,0
953092.773675748543,1
954773.973013273031,2
954847.560558368588,1
956546.654152085243,0
962438.463301519244,1
963196.420164155664,2
964110.101834769028,1
964888.54197509063,0
967799.120550500802,1
969598.905759190944,0
973158.538680972317,1
973730.190369025163,2
974856.818113747569,3
974898.22578408401,2
975679.578153386727,1
976469.74411695331,0
979727.432894542148,1
979977.31592989878,2
981293.551928065549,1
981819.59127277003,0
984808.127116794085,1
986821.327764425285,0
987043.465711083179,1
989147.118761436463,0
989787.332402978032,1
990130.296070024837,2
991736.043873832115,1
991966.817364400256,0
999117.128985449617,1
1000407.651121079705,2
1000972.942433538159,1
1002354.09519969578,0
1003918.165343368667,1
1004605.027347129147,2
1005591.653840005905,1
1006486.359398669191,0
1008784.707078398365,1
1010676.799854231459,0
1017560.41867307296,1
1018747.775513150988,2
1019392.151913538653,1
1019671.746285660838,2
1020492.852544765293,1
1021507.527213452166,0
1030589.10998557744,1
1031614.00946314677,2
1032450.627687337378,1
1033324.33049961686,0
1034655.135653072842,1
1036528.037691552919,0
time,SimNetwork.a.parkingLot.parkingOccupancy:vector
103243.519191344921,1
105167.605309210597,0
106453.973278365798,1
108162.052273376074,0
118642.257207577612,1
119550.616288818873,2
119858.122279363216,3
120142.416618333691,4
120266.698335240267,3
121331.44512433938,2
121491.861753954706,1
122092.477028909024,0
123463.980991280658,1
125104.269297183107,2
125591.138167769595,1
126483.579280458874,0
128221.868426922015,1
130167.039182824112,0
135021.395534708327,1
137060.987592614902,0
137311.464067154084,1
139095.810621320998,0
139729.67664871958,1
140195.95640627437,2
140974.607862783383,3
141241.761455272287,2
141900.882299213272,1
142641.758969315486,0
144397.634571794832,1
146053.504843547495,0
148598.828066436972,1
149922.9329540159,2
150273.541719068834,1
151319.76284391145,0
154355.190518779534,1
156148.161301169062,0
159715.076305055394,1
161251.955620567884,0
161863.689926183439,1
163260.960650989045,2
163797.780416369047,1
165001.554239414637,0
171754.236213894819,1
172109.997604383758,2
173588.747805259643,1
174224.631778605786,0
174387.763475141236,1
176380.816158420725,0
176401.985218035058,1
177275.374393110973,2
178186.021353973625,1
179175.85702833352,0
183597.997842245687,1
185517.892329959067,0
190584.528760559674,1
190985.811298568159,2
192144.870925369157,1
192681.8855317878,0
193201.323445626227,1
195163.046079256172,0
201312.698959367659,1
203200.964832907752,0
205588.308448795707,1
206045.880154347505,2
207246.306723371721,1
208029.745897083628,0
208988.164753849514,1
209556.435018260803,2
210412.347118465588,3
210603.805346322949,2
211249.288309570659,1
211252.105543852152,2
211876.651167057925,3
212676.792506822641,2
213130.985644691722,1
213747.570813478843,0
222165.100863397462,1
223598.769552558645,2
223769.781525958722,1
224048.837465800236,2
224694.519310736241,3
225133.102195839997,2
225869.104506799759,1
226684.82525114044,0
231871.909354076915,1
234091.100773862673,0
235000.06355539255,1
236209.438761224303,2
236502.38338616654,1
237551.552540950502,2
237896.217635596607,1
238482.979496642197,2
239503.684915773383,1
240098.987285637111,2
240276.140583948423,1
240968.54890708441,2
241982.924132549218,1
242581.37061700443,0
251197.643697644612,1
251516.035595217773,2
251827.369994793373,3
252866.442361745473,2
253202.086596479513,1
253669.315141810965,0
254399.057424176284,1
255878.877005864846,0
257203.513349452007,1
258745.966809884986,0
265020.045821251339,1
266879.381874327695,0
268778.741392093381,1
270617.041524468632,0
273699.249651256309,1
275315.799981184029,0
278006.220567927623,1
278856.627690115147,2
279944.55177586157,1
280660.662060767993,0
282829.012868424531,1
284542.630982707367,0
291899.534686537206,1
292362.239296150825,2
293551.137852725464,1
294017.492340065214,0
294931.588837099901,1
296518.739921996901,0
297051.065136463769,1
297379.812162203498,2
298680.829014399646,1
299197.424895489227,0
300228.342832212333,1
300833.030871044275,2
301144.781521501597,3
302082.150896814598,2
302550.373832928289,1
303063.150596431613,0
304485.576472352792,1
306582.787338249837,0
307155.260578501347,1
308817.080606135352,0
316510.935215417994,1
318208.965532248022,0
321991.589548998603,1
322545.147761129402,2
323494.212256748219,3
323625.010345766322,2
323970.088741722712,1
325043.427931587696,2
325429.880132062501,1
326586.519227776441,0
328302.206872806272,1
330020.690548258125,0
343513.544720097483,1
343798.581211335214,2
345222.246655372955,1
345450.554679519843,0
347331.148692506559,1
349560.472512921219,0
351072.781287844234,1
352857.056484021891,0
353030.811927941868,1
355013.750581938248,0
363646.541358747245,1
365128.091273127468,0
370273.558155281799,1
372188.638205646626,0
380836.737957132707,1
382569.745531820616,0
383275.092802767171,1
385098.290480551212,0
394260.556038099391,1
395796.362574761524,0
396335.474669445888,1
398359.326374190715,0
408162.440811255295,1
409933.710905446301,0
411042.302320575435,1
412856.476389006664,0
414875.793152724745,1
416633.768575701748,0
416663.314704879991,1
418288.1343909596,0
419124.05271871261,1
420980.790090575806,0
421562.273288925333,1
423327.311777927417,0
423466.325342157192,1
425398.887114201315,0
429499.936886080515,1
431301.134547950583,0
434846.560828919087,1
436309.093618150657,0
448352.480949434928,1
449201.299281301744,2
450113.579063161357,1
451370.792056686356,0
453254.920128220477,1
455291.37572072172,0
463622.289926448634,1
464649.381178897035,2
465396.45393470884,1
466805.499606694652,0
469126.086753645011,1
470800.844422852674,0
473652.738196361303,1
473939.638537395838,2
475414.218375884235,1
475942.53986692027,0
477920.367063230466,1
479634.897552442749,0
481166.978505233945,1
481388.616410017912,2
482925.13425635468,3
482936.137014499601,2
483481.404096281588,1
484781.674431871125,0
485331.901976992022,1
486965.475359398737,0
493248.425898668672,1
494868.784739339998,0
495644.283761042037,1
495938.018231704232,2
497272.730526093845,1
497640.884264195484,0
501369.139336094645,1
502989.587178949323,0
505832.391483885616,1
507481.929861106527,0
508456.829678215219,1
510290.266439793492,0
512336.504166507038,1
513551.525080282965,2
514218.537773500891,1
515187.749629250737,0
515974.572321330458,1
517387.12835893763,2
517640.494659647822,1
519562.145538578863,0
520196.808845786851,1
520499.078928373808,2
520802.751655068817,3
521748.362001433375,2
522227.726280853211,1
522519.082518690927,2
522656.549591866184,1
523178.773089148791,2
524079.018333478908,1
524815.076977028863,0
525775.161808391107,1
527366.896953343016,0
527369.799936917954,1
528144.831337179884,2
529011.155282661934,1
529237.841881223533,2
529543.123053371827,3
529931.344079183573,2
530087.130123676085,3
531147.748155121631,2
531222.987347416276,1
532186.95878559419,0
533778.296928631669,1
535402.808152169763,0
541833.246033622572,1
543336.612441581874,0
543408.576237812199,1
544844.20339107488,0
549042.017990468548,1
550798.65291733366,0
553115.60937620983,1
554633.209075541902,0
558733.456674020921,1
559604.114871221827,2
560826.546078951861,3
560849.042269535805,2
561539.64163159181,1
562479.674856594553,0
564213.612049435758,1
565862.403338916137,0
566467.905236703495,1
567641.359380888361,2
567963.604828005516,3
568372.894951354306,2
569324.603510051604,1
569770.838548379971,0
577413.463318353667,1
579469.333071817346,0
580886.653652802784,1
582356.097194357706,2
582525.843511545926,1
583910.165221381781,0
591473.102830483729,1
593292.393993633595,0
596337.426053750667,1
597909.671618735426,0
610265.595878519276,1
610817.378508219761,2
611094.113698428401,3
612151.216193348301,2
612246.356554571078,3
612439.410706854541,2
613050.206134800922,1
614211.987683022858,0
616803.03254688307,1
618674.300754429152,0
621573.577347509324,1
623489.729090167308,0
629303.229568052099,1
630214.580737102019,2
630740.205370746419,1
631050.00527583625,2
631784.81588345052,1
632781.50586046593,2
633060.876297588386,1
634455.556927520909,0
635622.045902903134,1
635931.905379808622,2
636465.078144126894,3
637424.091716922859,2
638103.382226513866,1
638136.490160230956,0
648683.865075909697,1
649757.794849322915,2
650070.269267999823,3
650411.932420088782,2
651374.111870953417,1
651752.739703111774,0
652554.660475893547,1
654229.662344187609,0
656824.213684538101,1
658896.795528828099,0
659115.833949074851,1
659745.002129176185,2
660647.877001055777,1
661274.703573949061,2
661565.351597192429,3
661649.511767541191,2
663108.747235526391,1
663144.82342338648,0
666797.377206847862,1
668602.907547445273,0
675642.319688499033,1
677319.384472520529,0
677957.872041019909,1
678275.850103937704,2
678580.644096291066,3
679387.286846591934,4
679859.879596422234,3
680081.958063492493,2
680463.581255789578,1
681333.226466676489,0
681537.369891904802,1
683287.89142667478,0
688123.865493825497,1
689794.812510623712,0
697205.855277206353,1
698898.407204026962,2
699315.309717267526,1
700034.870357066015,2
700499.819461132697,3
700769.40807489091,2
701572.048663246035,3
701586.169562032745,2
702484.804783878615,1
703196.195420210161,0
705264.687555305595,1
707049.814375895816,0
714682.878586508622,1
715843.650173839334,2
716491.297579450863,1
717561.927305001388,2
717600.186235046521,1
719912.792196692243,0
720449.257610035318,1
722249.660852583672,0
723280.186360556838,1
725042.129935449574,0
727101.15901014792,1
728897.122478546583,0
740321.158760110157,1
741860.839338304204,2
742020.839381846893,1
743314.682027691157,2
743440.932802388512,1
744090.154793055585,2
744864.431894671845,3
745174.586067002363,2
745326.907673274156,3
745964.360141880885,2
746492.38853644645,3
746522.638979056641,2
746759.429226520149,3
746993.304194309115,2
748083.039542461794,1
748610.087566322538,0
749517.385039286278,1
751167.243962986522,0
751272.918896245003,1
752989.384971396122,0
757723.438102907751,1
759520.680150870614,0
762600.982767008624,1
763654.712968337776,2
764273.395143698683,3
764917.338426109643,2
765323.112051654625,1
765634.33041728045,2
766278.953816922355,1
766936.519911908946,2
767274.778888717752,1
768715.51508927402,0
770213.239698601709,1
771946.273005529141,0
776589.032442472147,1
777979.664735757955,2
778330.130804448881,3
778581.107766940575,2
779155.929240631266,3
779753.86406358882,2
780422.270537587227,1
780442.5233455225,2
781111.616408601641,1
782199.982948338249,2
782340.903785604998,1
783934.082718441619,0
785426.652654739156,1
786825.563210293009,0
790703.777077767302,1
791034.495119149958,2
792218.43467603253,1
792886.945590009597,0
793523.423051275247,1
795422.896695595834,0
804324.06492529622,1
805561.90306173529,2
806510.276534371077,1
807670.347546858579,0
817808.633266151338,1
819135.753771467649,2
819579.302268751192,1
820926.836704348069,0
822624.908121226792,1
823194.104871989656,2
823704.118211014983,3
824387.310721668545,2
825195.671737421495,1
825725.67840020032,0
825820.238054011859,1
827637.589876788254,0
832442.226691159981,1
834193.103892225551,0
835286.613955161041,1
836661.286403381878,2
837327.979629688758,1
838046.192746109362,2
838279.784853036692,1
838822.933462048961,2
840016.828122246653,1
840639.225597337208,0
841581.997356651517,1
843290.302215904893,0
845417.505822093577,1
845720.227695184603,2
847222.745117115093,1
847502.430202362417,0
858581.171940408968,1
860260.460842013589,0
864819.775810707262,1
865142.342709060089,2
865439.707596518141,3
866963.976929906211,2
867066.547280233384,1
867276.966022346172,0
871983.215081735662,1
872359.665659671013,2
873519.452205063211,1
874268.658276546592,0
875348.611047325227,1
877322.399269574288,0
879269.281951093922,1
880992.669053742884,0
883789.37771548084,1
885307.489223242042,0
885465.423232353333,1
887299.853722558672,0
892559.527207339967,1
892905.801245260176,2
893825.199313973568,3
894310.831463215256,2
895028.059821265763,1
895515.503802697565,0
896143.042691947106,1
896937.272136534053,2
897203.855734263145,3
897501.201099488362,4
898200.782824325312,3
898783.335748958233,2
899090.084417151954,1
899641.141063878653,0
906886.31059428538,1
908700.57836809292,0
911297.561924964135,1
912845.060659094223,0
915472.967940934805,1
917488.02779525079,0
921369.942513483626,1
921756.96983268842,2
923254.720280577255,1
923736.915036407663,0
924804.305162203655,1
925144.030048729339,2
926725.683844451018,1
926852.363643308732,0
927705.948261219548,1
928266.247454047006,2
929721.936293570621,1
930093.371752294716,0
933425.015017654896,1
934397.905917008345,2
935340.53917270054,1
935803.79283995896,0
936443.557545700246,1
937440.262751489725,2
937964.595628685562,1
939162.590674843716,0
941728.448827886765,1
943611.552466927693,0
943724.454606531174,1
945908.026402457115,0
947619.017299277949,1
947974.241935893723,2
949363.264528056746,3
949449.454448235456,2
949658.663985562639,1
951158.232120928185,0
967851.553159207489,1
969493.109655803752,0
973050.817762037696,1
974895.642533089372,0
977217.105073525856,1
977899.145099067024,2
978602.905438635862,1
979821.3399830066,0
982667.200172399231,1
983306.953979217045,2
984455.286243892138,1
985244.812283362201,0
987417.543492918651,1
988975.01378342063,0
998465.734551392826,1
998765.862890814642,2
999093.129418783487,3
1000366.749992998145,2
1000593.361037911906,1
1000721.917294034436,0
1002536.324544469306,1
1003435.570858182548,2
1004088.435921998319,1
1005028.117365240217,0
1008383.808893165888,1
1010132.099448332761,2
1010254.535550237142,1
1012110.846602938619,0
1015515.834116939019,1
1017162.722158671375,0
1020538.393115481788,1
1022341.255165298392,0
1033452.792754968748,1
1035191.550832817299,0
1036476.510829409869,1
time,SimNetwork.a.parkingLot.parkingOccupancy:vector
100365.468383290509,2
101576.805774910683,1
102169.797798329349,2
102220.110506723774,1
103945.510977225726,0
104164.211196619602,1
105844.660122841361,0
109120.404381641296,1
110571.553629131588,2
111108.855824625592,1
111683.889295125126,2
112608.98206247901,1
113715.08775774693,0
114266.576035861989,1
116015.625816798999,0
117665.904395913751,1
119294.956123936027,0
124737.835763040068,1
126725.491645356725,0
127833.291425786764,1
129796.709639565786,0
131431.214532242798,1
133071.55103245324,0
134414.760444178989,1
136393.996217475532,0
140085.948092531192,1
141988.335936617107,0
143219.65344309459,1
145011.25441527025,0
146736.374636183511,1
147230.246973612987,2
148346.349524541814,1
148495.977284666026,2
149160.09904344525,1
149810.611847642101,2
150184.114747606036,1
150834.625765694143,2
151595.16086414573,1
152804.100608197553,0
160958.16664488552,1
161464.024630507301,2
163019.741535103088,1
163097.031453004319,0
164646.536100224613,1
164930.290087809659,2
166321.004202663967,1
166788.874701944413,0
169047.66311470077,1
170383.820980528546,2
170723.890738999118,1
172100.126354422141,0
172729.409277114894,1
174626.900509955734,0
174833.230842253886,1
177041.92732224816,0
178925.066107277321,1
180765.173040151976,0
184391.755718274032,1
186117.042641385153,0
190867.114727766753,1
193030.423961346097,0
193693.764438627394,1
194997.00897005162,2
195250.70907636885,3
195374.500480045931,2
196124.381245090796,3
196570.273822944207,2
197105.654027695598,1
197774.229537242883,0
200984.652547698466,1
202292.487808806736,2
202784.121835407157,1
203950.253115626585,0
207195.507406083365,1
207851.265098547259,2
208338.391543312817,3
208841.092101204651,2
209590.47215085195,1
210297.32477872642,0
210438.743263637458,1
212290.308925850257,0
216295.76663304911,1
217801.030388198523,0
218377.71822549434,1
220228.457532608753,0
223167.038086833276,1
224618.053228287657,0
225534.799659496387,1
226581.409281704885,2
226927.797053703172,3
227096.818268927655,2
228076.602638384042,1
228770.719916506779,0
235614.950269336661,1
237230.553753925829,0
237376.272839051804,1
238012.085812627267,2
238507.784757793847,3
239021.209161873292,2
239819.317161187894,1
239848.108276882099,0
240746.747873138891,1
242082.477343648701,2
242492.294338875467,3
242645.100032192589,2
243924.928103104065,1
244321.438892141898,0
250150.237457172456,1
251920.693102495837,2
252033.293222916907,1
253460.647029555518,0
256932.284054448834,1
258976.362800328208,2
259045.729550583825,1
260857.155325701774,0
262185.91961270017,1
263146.634115950187,2
264178.926793276005,1
264661.252220463593,0
269097.838730374882,1
269731.855971272971,2
271173.686559885671,1
271363.498568264439,0
274357.067680145316,1
275179.276860830643,2
275713.189142344201,3
276090.016065219258,2
276757.762429804872,1
277673.341585047822,0
278389.311013382529,1
280156.974209716356,0
288444.949108118877,1
288746.166921580031,2
289499.268410115016,3
290228.839015065465,2
290290.840308490965,1
291058.607553573784,2
291241.977675204693,1
292215.583591335971,2
293004.215939605768,1
294039.153473697786,2
294305.360323288118,1
295996.413451295562,0
296968.73088722936,1
298830.526076134316,0
308616.460259386679,1
310430.839771509434,0
311235.606285662817,1
311837.708986393793,2
312940.828028220074,1
313751.938937684287,0
319088.556810476031,1
320911.943970604382,0
331085.229449046292,1
333042.39423832342,0
345104.616025666756,1
346818.116110176701,0
347049.798894019797,1
348605.9699490291,0
350078.307923621364,1
351799.852835176665,0
351868.698334446096,1
352776.013146335839,2
353678.470530074154,1
354255.136029742094,0
360851.337895137209,1
362569.271316431238,0
363741.435559793025,1
364026.751069107671,2
365604.748094789308,1
365629.460676004724,2
365818.732329055363,1
366587.998241027226,2
367675.054656476734,1
368433.755863735573,0
373209.534983409811,1
375016.000921248141,0
385718.495821453352,1
386185.895583510533,2
387501.645084774065,1
387804.292478201876,0
392249.259107883026,1
392763.168590313561,2
393970.288363186726,1
394681.604239280581,0
396583.096253615337,1
398297.606022152069,0
400317.559471129912,1
402117.875684085007,0
402956.81277329545,1
404085.197109613083,2
404565.338151316581,1
405737.413305714184,2
405932.938826711735,1
406058.550609459994,2
407389.390523869619,1
407803.795593124008,0
408422.556752031397,1
410144.301737537499,0
410161.494400415771,1
411662.268404325073,0
412299.897273714216,1
414401.151074030698,0
416371.870598932585,1
416624.380723427647,2
416940.734399631083,3
418098.262781960837,2
418511.257907363414,1
418635.472515996832,0
421599.258970284136,1
423613.211932293478,0
426370.132413022783,1
427108.333292770819,2
427804.807011035062,1
428879.542819084343,0
429608.220029579277,1
431661.956138451728,0
434194.972082240283,1
435845.743614785607,0
443824.233192406797,1
445667.604336785544,0
447732.03666743458,1
449448.344189437874,0
449461.932690125456,1
450055.413783399178,2
451263.241666768954,1
451817.152823084536,0
451874.153487261257,1
